line,Trait,trait_value,Reference,# lines measured,Sex,Life_stage,Trait guild,Trait description,study_ID,Pooled,Trait_nice,Trait_ID
357,fitness.late.life.f,0.8487814097527129,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
360,fitness.late.life.f,0.4294522286101478,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
361,fitness.late.life.f,0.15707920786800078,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
362,fitness.late.life.f,-0.8772331049502364,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
367,fitness.late.life.f,-1.0990590055546554,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
370,fitness.late.life.f,-1.1409638056688354,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
371,fitness.late.life.f,-0.09136320280894145,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
373,fitness.late.life.f,0.03833794754446112,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
375,fitness.late.life.f,-0.055388302710919,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
379,fitness.late.life.f,0.7720248595435709,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
380,fitness.late.life.f,1.1456520505616097,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
382,fitness.late.life.f,-1.9850133079686552,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
383,fitness.late.life.f,-1.2869260060665453,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
385,fitness.late.life.f,-0.07457440276319623,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
391,fitness.late.life.f,0.35598950840998067,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
